ip,端口,延迟,速度
162.159.160.176,443,0,0.00
162.159.160.177,443,0,0.00
162.159.160.179,443,0,0.00
162.159.160.182,443,0,0.00
162.159.160.254,443,0,0.00
162.159.160.253,443,0,0.00
162.159.160.252,443,0,0.00
162.159.160.100,443,0,0.00
162.159.160.92,443,0,0.00
162.159.160.55,443,0,0.00
162.159.160.122,443,0,0.00
162.159.160.29,443,0,0.00
162.159.160.250,443,0,0.00
162.159.160.133,443,0,0.00
162.159.160.51,443,0,0.00
162.159.160.16,443,0,0.00
162.159.160.52,443,0,0.00
162.159.160.132,443,0,0.00
162.159.160.39,443,0,0.00
162.159.160.160,443,0,0.00
162.159.160.28,443,0,0.00
162.159.160.19,443,0,0.00
162.159.160.118,443,0,0.00
162.159.160.48,443,0,0.00
162.159.160.20,443,0,0.00
162.159.160.150,443,0,0.00
162.159.160.95,443,0,0.00
162.159.160.26,443,0,0.00
162.159.160.17,443,0,0.00
162.159.160.115,443,0,0.00
162.159.160.18,443,0,0.00
162.159.160.127,443,0,0.00
162.159.160.57,443,0,0.00
162.159.160.25,443,0,0.00
162.159.160.134,443,0,0.00
162.159.160.124,443,0,0.00
162.159.160.99,443,0,0.00
162.159.160.126,443,0,0.00
162.159.160.117,443,0,0.00
162.159.160.169,443,0,0.00
162.159.160.23,443,0,0.00
162.159.160.251,443,0,0.00
162.159.160.107,443,0,0.00
162.159.160.175,443,0,0.00
162.159.160.96,443,0,0.00
162.159.160.56,443,0,0.00
162.159.160.143,443,0,0.00
162.159.160.89,443,0,0.00
162.159.160.24,443,0,0.00
162.159.160.136,443,0,0.00
162.159.160.58,443,0,0.00
162.159.160.94,443,0,0.00
162.159.160.172,443,0,0.00
162.159.160.119,443,0,0.00
162.159.160.98,443,0,0.00
162.159.160.105,443,0,0.00
162.159.160.97,443,0,0.00
162.159.160.120,443,0,0.00
162.159.160.123,443,0,0.00
162.159.160.93,443,0,0.00
162.159.160.129,443,0,0.00
162.159.160.53,443,0,0.00
162.159.160.101,443,0,0.00
162.159.160.149,443,0,0.00
162.159.160.104,443,0,0.00
162.159.160.103,443,0,0.00
162.159.160.54,443,0,0.00
162.159.160.137,443,0,0.00
162.159.160.121,443,0,0.00
162.159.160.131,443,0,0.00
162.159.160.130,443,0,0.00
162.159.160.219,443,0,0.00
162.159.160.111,443,0,0.00
162.159.160.110,443,0,0.00
162.159.160.144,443,0,0.00
162.159.160.206,443,0,0.00
162.159.160.140,443,0,0.00
162.159.160.151,443,0,0.00
162.159.160.135,443,0,0.00
162.159.160.147,443,0,0.00
162.159.160.138,443,0,0.00
162.159.160.245,443,0,0.00
162.159.160.205,443,0,0.00
162.159.160.202,443,0,0.00
162.159.160.139,443,0,0.00
162.159.160.249,443,0,0.00
162.159.160.155,443,0,0.00
162.159.160.213,443,0,0.00
162.159.160.153,443,0,0.00
162.159.160.145,443,0,0.00
162.159.160.248,443,0,0.00
162.159.160.146,443,0,0.00
162.159.160.211,443,0,0.00
162.159.160.141,443,0,0.00
162.159.160.59,443,0,0.00
162.159.160.112,443,0,0.00
162.159.160.152,443,0,0.00
162.159.160.173,443,0,0.00
162.159.160.148,443,0,0.00
162.159.160.247,443,0,0.00
162.159.160.49,443,0,0.00
162.159.160.91,443,0,0.00
162.159.160.22,443,0,0.00
162.159.160.233,443,0,0.00
162.159.160.109,443,0,0.00
162.159.160.200,443,0,0.00
162.159.160.114,443,0,0.00
162.159.160.159,443,0,0.00
162.159.160.170,443,0,0.00
162.159.160.116,443,0,0.00
162.159.160.113,443,0,0.00
162.159.160.72,443,0,0.00
162.159.160.70,443,0,0.00
162.159.160.69,443,0,0.00
162.159.160.156,443,0,0.00
162.159.160.67,443,0,0.00
162.159.160.161,443,0,0.00
162.159.160.164,443,0,0.00
162.159.160.166,443,0,0.00
162.159.160.165,443,0,0.00
162.159.160.167,443,0,0.00
162.159.160.90,443,0,0.00
162.159.160.171,443,0,0.00
162.159.160.68,443,0,0.00
162.159.160.63,443,0,0.00
162.159.160.157,443,0,0.00
162.159.160.62,443,0,0.00
162.159.160.64,443,0,0.00
162.159.160.60,443,0,0.00
162.159.160.71,443,0,0.00
162.159.160.61,443,0,0.00
162.159.160.78,443,0,0.00
162.159.160.162,443,0,0.00
162.159.160.239,443,0,0.00
162.159.160.242,443,0,0.00
162.159.160.237,443,0,0.00
162.159.160.32,443,0,0.00
162.159.160.240,443,0,0.00
162.159.160.31,443,0,0.00
162.159.160.36,443,0,0.00
162.159.160.225,443,0,0.00
162.159.160.195,443,0,0.00
162.159.160.234,443,0,0.00
162.159.160.194,443,0,0.00
162.159.160.217,443,0,0.00
162.159.160.197,443,0,0.00
162.159.160.84,443,0,0.00
162.159.160.246,443,0,0.00
162.159.160.243,443,0,0.00
162.159.160.224,443,0,0.00
162.159.160.199,443,0,0.00
162.159.160.238,443,0,0.00
162.159.160.218,443,0,0.00
162.159.160.232,443,0,0.00
162.159.160.223,443,0,0.00
162.159.160.33,443,0,0.00
162.159.160.227,443,0,0.00
162.159.160.241,443,0,0.00
162.159.160.220,443,0,0.00
162.159.160.236,443,0,0.00
162.159.160.228,443,0,0.00
162.159.160.230,443,0,0.00
162.159.160.235,443,0,0.00
162.159.160.229,443,0,0.00
162.159.160.244,443,0,0.00
162.159.160.38,443,0,0.00
162.159.160.204,443,0,0.00
162.159.160.193,443,0,0.00
162.159.160.201,443,0,0.00
162.159.160.196,443,0,0.00
162.159.160.210,443,0,0.00
162.159.160.216,443,0,0.00
162.159.160.191,443,0,0.00
162.159.160.208,443,0,0.00
162.159.160.192,443,0,0.00
162.159.160.198,443,0,0.00
162.159.160.212,443,0,0.00
162.159.160.214,443,0,0.00
162.159.160.215,443,0,0.00
162.159.160.190,443,0,0.00
162.159.160.189,443,0,0.00
162.159.160.188,443,0,0.00
162.159.160.181,443,0,0.00
162.159.160.163,443,0,0.00
162.159.160.65,443,0,0.00
162.159.160.14,443,0,0.00
162.159.160.10,443,0,0.00
162.159.160.37,443,0,0.00
162.159.160.13,443,0,0.00
162.159.160.4,443,0,0.00
162.159.160.3,443,0,0.00
162.159.160.73,443,0,0.00
162.159.160.11,443,0,0.00
162.159.160.76,443,0,0.00
162.159.160.8,443,0,0.00
162.159.160.41,443,0,0.00
162.159.160.85,443,0,0.00
162.159.160.82,443,0,0.00
162.159.160.86,443,0,0.00
162.159.160.83,443,0,0.00
162.159.160.1,443,0,0.00
162.159.160.12,443,0,0.00
162.159.160.88,443,0,0.00
162.159.160.34,443,0,0.00
162.159.160.74,443,0,0.00
162.159.160.77,443,0,0.00
162.159.160.87,443,0,0.00
162.159.160.21,443,0,0.00
162.159.160.5,443,0,0.00
162.159.160.2,443,0,0.00
162.159.160.7,443,0,0.00
162.159.160.47,443,0,0.00
162.159.160.158,443,0,0.00
162.159.160.46,443,0,0.00
162.159.160.30,443,0,0.00
162.159.160.15,443,0,0.00
162.159.160.50,443,0,0.00
162.159.160.42,443,0,0.00
162.159.160.6,443,0,0.00
162.159.160.79,443,0,0.00
162.159.160.43,443,0,0.00
162.159.160.9,443,0,0.00
162.159.160.45,443,0,0.00
162.159.160.35,443,0,0.00
162.159.160.168,443,0,0.00
162.159.140.43,443,0,0.00
162.159.140.60,443,0,0.00
162.159.142.120,443,0,0.00
162.159.142.121,443,0,0.00
162.159.142.124,443,0,0.00
162.159.142.117,443,0,0.00
198.41.217.185,443,0,0.00
162.159.142.113,443,0,0.00
162.159.142.109,443,0,0.00
162.159.142.122,443,0,0.00
162.159.137.171,443,0,0.00
162.159.137.167,443,0,0.00
162.159.137.170,443,0,0.00
162.159.142.116,443,0,0.00
162.159.135.157,443,0,0.00
162.159.135.160,443,0,0.00
162.159.135.159,443,0,0.00
162.159.135.158,443,0,0.00
162.159.135.7,443,0,0.00
162.159.135.9,443,0,0.00
162.159.134.248,443,0,0.00
162.159.135.8,443,0,0.00
162.159.134.245,443,0,0.00
162.159.134.244,443,0,0.00
162.159.134.239,443,0,0.00
162.159.129.239,443,0,0.00
162.159.130.215,443,0,0.00
162.159.129.251,443,0,0.00
162.159.133.103,443,0,0.00
162.159.133.142,443,0,0.00
162.159.133.126,443,0,0.00
162.159.133.139,443,0,0.00
162.159.133.140,443,0,0.00
162.159.133.144,443,0,0.00
162.159.133.148,443,0,0.00
162.159.133.150,443,0,0.00
162.159.133.149,443,0,0.00
162.159.133.135,443,0,0.00
162.159.133.107,443,0,0.00
162.159.133.97,443,0,0.00
162.159.133.151,443,0,0.00
162.159.133.117,443,0,0.00
162.159.133.95,443,0,0.00
162.159.133.92,443,0,0.00
162.159.133.93,443,0,0.00
162.159.133.102,443,0,0.00
162.159.133.98,443,0,0.00
162.159.133.125,443,0,0.00
162.159.133.138,443,0,0.00
162.159.133.145,443,0,0.00
162.159.133.96,443,0,0.00
162.159.133.91,443,0,0.00
162.159.133.75,443,0,0.00
162.159.133.88,443,0,0.00
162.159.133.114,443,0,0.00
162.159.133.74,443,0,0.00
162.159.133.72,443,0,0.00
162.159.133.123,443,0,0.00
162.159.133.90,443,0,0.00
162.159.129.151,443,0,0.00
162.159.129.128,443,0,0.00
162.159.129.155,443,0,0.00
162.159.129.152,443,0,0.00
162.159.129.124,443,0,0.00
162.159.129.153,443,0,0.00
162.159.133.25,443,0,0.00
162.159.129.165,443,0,0.00
162.159.129.49,443,0,0.00
162.159.129.83,443,0,0.00
162.159.129.82,443,0,0.00
162.159.129.122,443,0,0.00
162.159.129.166,443,0,0.00
162.159.129.113,443,0,0.00
162.159.129.139,443,0,0.00
162.159.129.135,443,0,0.00
162.159.129.127,443,0,0.00
162.159.129.47,443,0,0.00
162.159.129.147,443,0,0.00
162.159.129.150,443,0,0.00
162.159.129.143,443,0,0.00
162.159.129.162,443,0,0.00
162.159.129.157,443,0,0.00
162.159.128.121,443,0,0.00
162.159.129.18,443,0,0.00
162.159.128.128,443,0,0.00
162.159.128.47,443,0,0.00
162.159.128.38,443,0,0.00
162.159.128.66,443,0,0.00
162.159.128.48,443,0,0.00
162.159.128.6,443,0,0.00
162.159.128.37,443,0,0.00
162.159.128.4,443,0,0.00
162.159.128.43,443,0,0.00
162.159.61.217,443,0,0.00
162.159.61.191,443,0,0.00
162.159.61.193,443,0,0.00
162.159.129.81,443,0,0.00
162.159.129.149,443,0,0.00
162.159.129.16,443,0,0.00
162.159.129.22,443,0,0.00
162.159.129.17,443,0,0.00
162.159.129.20,443,0,0.00
162.159.128.45,443,0,0.00
162.159.41.39,443,0,0.00
162.159.41.43,443,0,0.00
162.159.41.142,443,0,0.00
162.159.41.33,443,0,0.00
162.159.41.49,443,0,0.00
162.159.41.44,443,0,0.00
162.159.42.145,443,0,0.00
162.159.42.174,443,0,0.00
162.159.42.173,443,0,0.00
162.159.42.124,443,0,0.00
162.159.42.128,443,0,0.00
162.159.42.131,443,0,0.00
162.159.42.132,443,0,0.00
162.159.42.126,443,0,0.00
162.159.42.127,443,0,0.00
162.159.42.129,443,0,0.00
162.159.41.212,443,0,0.00
162.159.41.217,443,0,0.00
162.159.41.246,443,0,0.00
162.159.41.215,443,0,0.00
162.159.41.225,443,0,0.00
162.159.41.205,443,0,0.00
162.159.41.247,443,0,0.00
162.159.41.203,443,0,0.00
162.159.41.129,443,0,0.00
162.159.41.128,443,0,0.00
162.159.41.50,443,0,0.00
162.159.41.130,443,0,0.00
162.159.41.191,443,0,0.00
162.159.41.134,443,0,0.00
162.159.41.131,443,0,0.00
162.159.41.192,443,0,0.00
162.159.41.47,443,0,0.00
162.159.41.133,443,0,0.00
162.159.41.135,443,0,0.00
162.159.41.196,443,0,0.00
162.159.41.126,443,0,0.00
162.159.41.127,443,0,0.00
162.159.41.140,443,0,0.00
162.159.41.138,443,0,0.00
162.159.41.139,443,0,0.00
162.159.41.132,443,0,0.00
162.159.39.9,443,0,0.00
162.159.39.10,443,0,0.00
162.159.49.126,443,0,0.00
162.159.49.121,443,0,0.00
162.159.49.135,443,0,0.00
162.159.49.187,443,0,0.00
162.159.39.53,443,0,0.00
162.159.39.54,443,0,0.00
162.159.39.8,443,0,0.00
162.159.39.164,443,0,0.00
162.159.39.174,443,0,0.00
162.159.39.169,443,0,0.00
162.159.39.177,443,0,0.00
162.159.39.157,443,0,0.00
162.159.39.213,443,0,0.00
162.159.39.215,443,0,0.00
162.159.39.165,443,0,0.00
162.159.39.171,443,0,0.00
162.159.39.212,443,0,0.00
162.159.39.172,443,0,0.00
162.159.39.37,443,0,0.00
162.159.39.47,443,0,0.00
162.159.39.46,443,0,0.00
162.159.39.39,443,0,0.00
162.159.39.20,443,0,0.00
162.159.33.90,443,0,0.00
162.159.33.87,443,0,0.00
162.159.33.89,443,0,0.00
162.159.33.88,443,0,0.00
162.159.33.96,443,0,0.00
162.159.33.93,443,0,0.00
162.159.33.86,443,0,0.00
162.159.33.92,443,0,0.00
162.159.33.94,443,0,0.00
162.159.33.95,443,0,0.00
162.159.33.85,443,0,0.00
162.159.33.91,443,0,0.00
162.159.36.46,443,0,0.00
162.159.39.38,443,0,0.00
162.159.39.100,443,0,0.00
162.159.39.87,443,0,0.00
162.159.39.179,443,0,0.00
162.159.39.166,443,0,0.00
162.159.39.3,443,0,0.00
162.159.39.182,443,0,0.00
162.159.39.173,443,0,0.00
162.159.32.195,443,0,0.00
162.159.19.180,443,0,0.00
162.159.19.182,443,0,0.00
162.159.19.150,443,0,0.00
162.159.18.246,443,0,0.00
162.159.18.253,443,0,0.00
162.159.18.245,443,0,0.00
162.159.13.29,443,0,0.00
162.159.13.30,443,0,0.00
162.159.33.80,443,0,0.00
162.159.33.78,443,0,0.00
162.159.33.83,443,0,0.00
162.159.33.77,443,0,0.00
162.159.33.84,443,0,0.00
162.159.33.76,443,0,0.00
162.159.33.81,443,0,0.00
162.159.33.79,443,0,0.00
162.159.27.169,443,0,0.00
162.159.25.233,443,0,0.00
162.159.25.231,443,0,0.00
162.159.25.228,443,0,0.00
162.159.25.235,443,0,0.00
162.159.25.237,443,0,0.00
162.159.24.121,443,0,0.00
162.159.27.168,443,0,0.00
162.159.27.150,443,0,0.00
162.159.27.192,443,0,0.00
162.159.27.146,443,0,0.00
162.159.27.144,443,0,0.00
162.159.27.154,443,0,0.00
162.159.27.155,443,0,0.00
162.159.27.160,443,0,0.00
162.159.27.148,443,0,0.00
162.159.27.194,443,0,0.00
162.159.27.141,443,0,0.00
162.159.27.163,443,0,0.00
162.159.10.246,443,0,0.00
162.159.10.250,443,0,0.00
162.159.6.120,443,0,0.00
162.159.6.76,443,0,0.00
162.159.6.80,443,0,0.00
162.159.6.79,443,0,0.00
162.159.6.74,443,0,0.00
162.159.9.78,443,0,0.00
162.159.9.80,443,0,0.00
162.159.4.242,443,0,0.00
162.159.4.129,443,0,0.00
162.159.3.190,443,0,0.00
162.159.2.253,443,0,0.00
162.159.1.119,443,0,0.00
162.159.1.167,443,0,0.00
162.159.1.127,443,0,0.00
162.159.1.63,443,0,0.00
162.159.1.1,443,0,0.00
162.159.1.2,443,0,0.00
162.159.0.253,443,0,0.00
162.159.0.252,443,0,0.00
162.159.1.113,443,0,0.00
162.159.0.190,443,0,0.00
162.159.0.251,443,0,0.00
162.159.0.245,443,0,0.00
162.159.5.199,443,0,0.00
162.159.5.214,443,0,0.00
162.159.6.15,443,0,0.00
162.159.6.16,443,0,0.00
162.159.6.14,443,0,0.00
162.159.1.138,443,0,0.00
162.159.1.163,443,0,0.00
162.159.1.172,443,0,0.00
162.159.0.169,443,0,0.00
162.159.0.135,443,0,0.00
162.159.1.166,443,0,0.00
162.159.1.118,443,0,0.00
162.159.0.168,443,0,0.00
162.159.1.125,443,0,0.00
162.159.1.130,443,0,0.00
162.159.1.144,443,0,0.00
162.159.1.150,443,0,0.00
162.159.1.161,443,0,0.00
162.159.1.165,443,0,0.00
162.159.1.147,443,0,0.00
162.159.1.128,443,0,0.00
162.159.1.156,443,0,0.00
162.159.1.124,443,0,0.00
162.159.1.141,443,0,0.00
162.159.1.168,443,0,0.00
162.159.1.152,443,0,0.00
162.159.1.170,443,0,0.00
162.159.1.126,443,0,0.00
162.159.1.151,443,0,0.00
162.159.1.153,443,0,0.00
162.159.1.157,443,0,0.00
162.159.1.148,443,0,0.00
162.159.1.131,443,0,0.00
162.159.1.173,443,0,0.00
162.159.1.135,443,0,0.00
162.159.1.162,443,0,0.00
162.159.1.140,443,0,0.00
162.159.1.139,443,0,0.00
162.159.1.160,443,0,0.00
162.159.1.137,443,0,0.00
162.159.1.164,443,0,0.00
162.159.0.142,443,0,0.00
162.159.0.145,443,0,0.00
162.159.1.68,443,0,0.00
162.159.0.144,443,0,0.00
162.159.1.120,443,0,0.00
162.159.0.127,443,0,0.00
162.159.1.154,443,0,0.00
162.159.0.95,443,0,0.00
162.159.1.123,443,0,0.00
162.159.0.143,443,0,0.00
162.159.1.122,443,0,0.00
162.159.0.222,443,0,0.00
162.159.1.121,443,0,0.00
162.159.1.114,443,0,0.00
162.159.1.142,443,0,0.00
162.159.0.246,443,0,0.00
162.159.0.91,443,0,0.00
162.159.0.94,443,0,0.00
162.159.0.53,443,0,0.00
162.159.0.51,443,0,0.00
162.159.1.64,443,0,0.00
162.159.1.70,443,0,0.00
162.159.1.65,443,0,0.00
162.159.1.95,443,0,0.00
162.159.0.219,443,0,0.00
162.159.0.243,443,0,0.00
162.159.1.73,443,0,0.00
162.159.0.106,443,0,0.00
162.159.1.45,443,0,0.00
162.159.1.46,443,0,0.00
162.159.1.54,443,0,0.00
162.159.1.93,443,0,0.00
162.159.1.41,443,0,0.00
162.159.1.62,443,0,0.00
162.159.1.49,443,0,0.00
162.159.1.51,443,0,0.00
162.159.1.56,443,0,0.00
162.159.1.52,443,0,0.00
162.159.1.61,443,0,0.00
162.159.1.59,443,0,0.00
162.159.1.44,443,0,0.00
162.159.1.55,443,0,0.00
162.159.1.53,443,0,0.00
162.159.1.50,443,0,0.00
162.159.0.102,443,0,0.00
162.159.1.58,443,0,0.00
162.159.1.60,443,0,0.00
162.159.1.23,443,0,0.00
162.159.0.117,443,0,0.00
162.159.1.17,443,0,0.00
162.159.0.151,443,0,0.00
162.159.0.148,443,0,0.00
162.159.0.96,443,0,0.00
162.159.0.180,443,0,0.00
162.159.1.30,443,0,0.00
162.159.1.78,443,0,0.00
162.159.1.80,443,0,0.00
162.159.1.82,443,0,0.00
162.159.0.116,443,0,0.00
162.159.0.112,443,0,0.00
162.159.1.87,443,0,0.00
162.159.1.89,443,0,0.00
162.159.1.79,443,0,0.00
162.159.0.118,443,0,0.00
162.159.1.36,443,0,0.00
162.159.0.110,443,0,0.00
162.159.1.88,443,0,0.00
162.159.0.62,443,0,0.00
162.159.0.108,443,0,0.00
162.159.0.119,443,0,0.00
162.159.0.84,443,0,0.00
162.159.0.66,443,0,0.00
162.159.0.79,443,0,0.00
162.159.1.85,443,0,0.00
162.159.1.37,443,0,0.00
162.159.0.80,443,0,0.00
162.159.0.126,443,0,0.00
162.159.1.71,443,0,0.00
162.159.1.38,443,0,0.00
162.159.1.84,443,0,0.00
162.159.0.63,443,0,0.00
162.159.0.69,443,0,0.00
162.159.0.77,443,0,0.00
162.159.1.75,443,0,0.00
162.159.0.86,443,0,0.00
162.159.0.67,443,0,0.00
162.159.1.21,443,0,0.00
162.159.0.121,443,0,0.00
162.159.0.82,443,0,0.00
162.159.0.41,443,0,0.00
162.159.0.125,443,0,0.00
162.159.0.113,443,0,0.00
162.159.0.72,443,0,0.00
162.159.0.124,443,0,0.00
162.159.0.128,443,0,0.00
162.159.0.85,443,0,0.00
162.159.0.73,443,0,0.00
162.159.0.81,443,0,0.00
162.159.0.120,443,0,0.00
162.159.0.75,443,0,0.00
162.159.0.123,443,0,0.00
162.159.0.71,443,0,0.00
162.159.0.83,443,0,0.00
162.159.0.87,443,0,0.00
162.159.0.68,443,0,0.00
162.159.0.64,443,0,0.00
162.159.0.115,443,0,0.00
162.159.0.65,443,0,0.00
162.159.0.105,443,0,0.00
162.159.1.77,443,0,0.00
162.159.1.83,443,0,0.00
162.159.1.81,443,0,0.00
162.159.1.86,443,0,0.00
162.159.0.78,443,0,0.00
162.159.0.70,443,0,0.00
162.159.1.33,443,0,0.00
162.159.0.74,443,0,0.00
162.159.0.76,443,0,0.00
162.159.0.60,443,0,0.00
162.159.0.61,443,0,0.00
162.159.0.59,443,0,0.00
162.159.0.160,443,0,0.00
162.159.0.58,443,0,0.00
162.159.0.152,443,0,0.00
162.159.0.39,443,0,0.00
162.159.0.97,443,0,0.00
162.159.0.183,443,0,0.00
162.159.0.165,443,0,0.00
162.159.0.176,443,0,0.00
162.159.0.159,443,0,0.00
162.159.0.170,443,0,0.00
162.159.0.99,443,0,0.00
162.159.0.174,443,0,0.00
162.159.0.189,443,0,0.00
162.159.0.136,443,0,0.00
162.159.0.149,443,0,0.00
162.159.0.178,443,0,0.00
162.159.0.177,443,0,0.00
162.159.0.157,443,0,0.00
162.159.0.156,443,0,0.00
162.159.0.173,443,0,0.00
162.159.1.26,443,0,0.00
162.159.1.22,443,0,0.00
162.159.0.162,443,0,0.00
162.159.0.164,443,0,0.00
162.159.0.181,443,0,0.00
162.159.0.161,443,0,0.00
162.159.0.188,443,0,0.00
162.159.0.166,443,0,0.00
162.159.0.184,443,0,0.00
162.159.0.163,443,0,0.00
162.159.0.179,443,0,0.00
162.159.0.186,443,0,0.00
162.159.0.185,443,0,0.00
162.159.0.158,443,0,0.00
162.159.0.172,443,0,0.00
162.159.0.182,443,0,0.00
162.159.1.149,443,0,0.00
162.159.1.146,443,0,0.00
162.159.0.146,443,0,0.00
162.159.0.89,443,0,0.00
162.159.0.88,443,0,0.00
162.159.0.98,443,0,0.00
162.159.1.76,443,0,0.00
162.159.0.107,443,0,0.00
162.159.0.101,443,0,0.00
162.159.0.131,443,0,0.00
162.159.0.104,443,0,0.00
162.159.1.67,443,0,0.00
162.159.0.220,443,0,0.00
162.159.0.228,443,0,0.00
162.159.1.66,443,0,0.00
162.159.1.42,443,0,0.00
162.159.0.109,443,0,0.00
162.159.1.47,443,0,0.00
162.159.1.90,443,0,0.00
162.159.1.91,443,0,0.00
162.159.1.69,443,0,0.00
162.159.1.39,443,0,0.00
162.159.0.167,443,0,0.00
162.159.1.43,443,0,0.00
162.159.0.103,443,0,0.00
162.159.0.221,443,0,0.00
162.159.1.92,443,0,0.00
162.159.1.94,443,0,0.00
162.159.1.74,443,0,0.00
162.159.1.40,443,0,0.00
162.159.0.114,443,0,0.00
162.159.1.48,443,0,0.00
162.159.1.72,443,0,0.00
162.159.0.223,443,0,0.00
162.159.0.9,443,0,0.00
162.159.1.57,443,0,0.00
162.159.0.56,443,0,0.00
162.159.0.57,443,0,0.00
162.159.0.38,443,0,0.00
162.159.0.43,443,0,0.00
162.159.0.40,443,0,0.00
162.159.1.25,443,0,0.00
162.159.1.24,443,0,0.00
162.159.0.31,443,0,0.00
162.159.0.7,443,0,0.00
162.159.0.154,443,0,0.00
162.159.0.155,443,0,0.00
162.159.0.153,443,0,0.00
162.159.0.175,443,0,0.00
162.159.0.137,443,0,0.00
162.159.0.100,443,0,0.00
162.159.0.150,443,0,0.00
162.159.0.93,443,0,0.00
162.159.0.140,443,0,0.00
162.159.0.139,443,0,0.00
162.159.0.134,443,0,0.00
162.159.0.130,443,0,0.00
162.159.0.132,443,0,0.00
162.159.0.141,443,0,0.00
162.159.0.133,443,0,0.00
162.159.0.171,443,0,0.00
162.159.0.92,443,0,0.00
162.159.0.242,443,0,0.00
162.159.0.237,443,0,0.00
162.159.0.244,443,0,0.00
162.159.0.218,443,0,0.00
162.159.1.20,443,0,0.00
162.159.0.111,443,0,0.00
162.159.0.225,443,0,0.00
162.159.0.226,443,0,0.00
162.159.0.24,443,0,0.00
162.159.0.26,443,0,0.00
162.159.0.1,443,0,0.00
162.159.0.6,443,0,0.00
162.159.0.5,443,0,0.00
162.159.0.4,443,0,0.00
162.159.0.55,443,0,0.00
162.159.0.54,443,0,0.00
162.159.0.20,443,0,0.00
162.159.0.52,443,0,0.00
162.159.0.11,443,0,0.00
162.159.0.10,443,0,0.00
162.159.0.12,443,0,0.00
162.159.0.13,443,0,0.00
162.159.0.25,443,0,0.00
162.159.0.18,443,0,0.00
162.159.0.19,443,0,0.00
162.159.0.17,443,0,0.00
162.159.0.48,443,0,0.00
162.159.0.35,443,0,0.00
162.159.0.42,443,0,0.00
162.159.0.44,443,0,0.00
162.159.0.46,443,0,0.00
162.159.0.32,443,0,0.00
162.159.0.3,443,0,0.00
162.159.0.147,443,0,0.00
162.159.0.27,443,0,0.00
162.159.0.14,443,0,0.00
162.159.0.16,443,0,0.00
162.159.0.49,443,0,0.00
162.159.0.29,443,0,0.00
162.159.0.28,443,0,0.00
162.159.0.90,443,0,0.00
162.159.0.138,443,0,0.00
162.159.0.129,443,0,0.00
162.159.0.22,443,0,0.00
162.159.0.37,443,0,0.00
162.159.0.21,443,0,0.00
162.159.0.23,443,0,0.00
162.159.0.47,443,0,0.00
162.159.0.45,443,0,0.00
162.159.0.34,443,0,0.00
162.159.0.36,443,0,0.00
162.159.0.50,443,0,0.00
162.159.0.33,443,0,0.00
162.159.0.8,443,0,0.00
162.159.0.2,443,0,0.00
162.159.0.30,443,0,0.00
162.159.0.15,443,0,0.00
141.101.120.42,443,0,0.00
141.101.120.50,443,0,0.00
141.101.120.51,443,0,0.00
141.101.120.35,443,0,0.00
141.101.120.38,443,0,0.00
141.101.120.48,443,0,0.00
141.101.120.53,443,0,0.00
141.101.120.40,443,0,0.00
141.101.120.41,443,0,0.00
141.101.120.39,443,0,0.00
141.101.120.98,443,0,0.00
141.101.120.45,443,0,0.00
141.101.120.4,443,0,0.00
141.101.120.5,443,0,0.00
141.101.120.37,443,0,0.00
141.101.120.12,443,0,0.00
141.101.120.6,443,0,0.00
141.101.120.34,443,0,0.00
141.101.123.196,443,0,0.00
141.101.123.121,443,0,0.00
141.101.123.219,443,0,0.00
141.101.123.176,443,0,0.00
141.101.123.151,443,0,0.00
141.101.123.133,443,0,0.00
141.101.123.228,443,0,0.00
141.101.123.232,443,0,0.00
141.101.123.229,443,0,0.00
141.101.123.157,443,0,0.00
141.101.123.113,443,0,0.00
141.101.123.164,443,0,0.00
141.101.123.224,443,0,0.00
141.101.123.143,443,0,0.00
141.101.123.192,443,0,0.00
141.101.123.226,443,0,0.00
141.101.123.144,443,0,0.00
141.101.120.2,443,0,0.00
141.101.123.159,443,0,0.00
141.101.123.209,443,0,0.00
141.101.123.195,443,0,0.00
141.101.123.234,443,0,0.00
141.101.123.116,443,0,0.00
141.101.123.207,443,0,0.00
141.101.123.193,443,0,0.00
141.101.123.189,443,0,0.00
141.101.123.86,443,0,0.00
141.101.123.168,443,0,0.00
141.101.123.90,443,0,0.00
141.101.123.104,443,0,0.00
141.101.120.16,443,0,0.00
141.101.120.22,443,0,0.00
141.101.120.24,443,0,0.00
141.101.120.19,443,0,0.00
141.101.120.20,443,0,0.00
141.101.120.13,443,0,0.00
141.101.120.18,443,0,0.00
141.101.120.23,443,0,0.00
141.101.120.31,443,0,0.00
141.101.120.21,443,0,0.00
141.101.120.44,443,0,0.00
141.101.120.43,443,0,0.00
141.101.120.52,443,0,0.00
141.101.120.17,443,0,0.00
141.101.120.46,443,0,0.00
141.101.120.1,443,0,0.00
141.101.120.8,443,0,0.00
141.101.120.32,443,0,0.00
141.101.120.36,443,0,0.00
141.101.123.235,443,0,0.00
141.101.120.33,443,0,0.00
141.101.123.230,443,0,0.00
141.101.123.140,443,0,0.00
141.101.123.167,443,0,0.00
141.101.123.148,443,0,0.00
141.101.123.185,443,0,0.00
141.101.123.225,443,0,0.00
141.101.123.114,443,0,0.00
141.101.123.227,443,0,0.00
141.101.123.177,443,0,0.00
141.101.123.139,443,0,0.00
141.101.123.183,443,0,0.00
